figure,series,pixel_x,pixel_y,voltage_V,current_mA
fig3_iv_exp,black_model_or_exp,654,82,1.212121212121212,0.2655737704918033
fig3_iv_exp,black_model_or_exp,655,82,1.2171717171717171,0.2655737704918033
fig3_iv_exp,black_model_or_exp,640,83,1.1414141414141414,0.26393442622950825
fig3_iv_exp,black_model_or_exp,641,83,1.1464646464646466,0.26393442622950825
fig3_iv_exp,black_model_or_exp,642,83,1.1515151515151514,0.26393442622950825
fig3_iv_exp,black_model_or_exp,643,83,1.1565656565656566,0.26393442622950825
fig3_iv_exp,black_model_or_exp,644,83,1.1616161616161618,0.26393442622950825
fig3_iv_exp,black_model_or_exp,645,83,1.1666666666666665,0.26393442622950825
fig3_iv_exp,black_model_or_exp,649,83,1.1868686868686869,0.26393442622950825
fig3_iv_exp,black_model_or_exp,650,83,1.191919191919192,0.26393442622950825
fig3_iv_exp,black_model_or_exp,651,83,1.1969696969696968,0.26393442622950825
fig3_iv_exp,black_model_or_exp,652,83,1.202020202020202,0.26393442622950825
fig3_iv_exp,black_model_or_exp,653,83,1.2070707070707072,0.26393442622950825
fig3_iv_exp,black_model_or_exp,638,84,1.1313131313131315,0.26229508196721313
fig3_iv_exp,black_model_or_exp,639,84,1.1363636363636362,0.26229508196721313
fig3_iv_exp,black_model_or_exp,646,84,1.1717171717171717,0.26229508196721313
fig3_iv_exp,black_model_or_exp,647,84,1.176767676767677,0.26229508196721313
fig3_iv_exp,black_model_or_exp,648,84,1.1818181818181817,0.26229508196721313
fig3_iv_exp,black_model_or_exp,637,85,1.1262626262626263,0.26065573770491807
fig3_iv_exp,black_model_or_exp,646,85,1.1717171717171717,0.26065573770491807
fig3_iv_exp,black_model_or_exp,636,86,1.121212121212121,0.25901639344262295
fig3_iv_exp,black_model_or_exp,646,86,1.1717171717171717,0.25901639344262295
fig3_iv_exp,black_model_or_exp,635,87,1.1161616161616164,0.2573770491803279
fig3_iv_exp,black_model_or_exp,645,87,1.1666666666666665,0.2573770491803279
fig3_iv_exp,black_model_or_exp,634,88,1.1111111111111112,0.2557377049180328
fig3_iv_exp,black_model_or_exp,645,88,1.1666666666666665,0.2557377049180328
fig3_iv_exp,black_model_or_exp,633,89,1.106060606060606,0.25409836065573776
fig3_iv_exp,black_model_or_exp,645,89,1.1666666666666665,0.25409836065573776
fig3_iv_exp,black_model_or_exp,632,90,1.1010101010101012,0.25245901639344265
fig3_iv_exp,black_model_or_exp,644,90,1.1616161616161618,0.25245901639344265
fig3_iv_exp,black_model_or_exp,630,91,1.0909090909090908,0.25081967213114753
fig3_iv_exp,black_model_or_exp,631,91,1.095959595959596,0.25081967213114753
fig3_iv_exp,black_model_or_exp,643,91,1.1565656565656566,0.25081967213114753
fig3_iv_exp,black_model_or_exp,628,92,1.0808080808080809,0.24918032786885247
fig3_iv_exp,black_model_or_exp,629,92,1.085858585858586,0.24918032786885247
fig3_iv_exp,black_model_or_exp,642,92,1.1515151515151514,0.24918032786885247
fig3_iv_exp,black_model_or_exp,626,93,1.0707070707070705,0.2475409836065574
fig3_iv_exp,black_model_or_exp,627,93,1.0757575757575757,0.2475409836065574
fig3_iv_exp,black_model_or_exp,641,93,1.1464646464646466,0.2475409836065574
fig3_iv_exp,black_model_or_exp,625,94,1.0656565656565657,0.24590163934426232
fig3_iv_exp,black_model_or_exp,640,94,1.1414141414141414,0.24590163934426232
fig3_iv_exp,black_model_or_exp,624,95,1.0606060606060606,0.24426229508196723
fig3_iv_exp,black_model_or_exp,639,95,1.1363636363636362,0.24426229508196723
fig3_iv_exp,black_model_or_exp,623,96,1.0555555555555554,0.24262295081967214
fig3_iv_exp,black_model_or_exp,638,96,1.1313131313131315,0.24262295081967214
fig3_iv_exp,black_model_or_exp,621,97,1.0454545454545454,0.24098360655737708
fig3_iv_exp,black_model_or_exp,622,97,1.0505050505050506,0.24098360655737708
fig3_iv_exp,black_model_or_exp,637,97,1.1262626262626263,0.24098360655737708
fig3_iv_exp,black_model_or_exp,620,98,1.0404040404040402,0.239344262295082
fig3_iv_exp,black_model_or_exp,636,98,1.121212121212121,0.239344262295082
fig3_iv_exp,black_model_or_exp,616,99,1.0202020202020203,0.2377049180327869
fig3_iv_exp,black_model_or_exp,617,99,1.025252525252525,0.2377049180327869
fig3_iv_exp,black_model_or_exp,618,99,1.0303030303030303,0.2377049180327869
fig3_iv_exp,black_model_or_exp,619,99,1.0353535353535355,0.2377049180327869
fig3_iv_exp,black_model_or_exp,635,99,1.1161616161616164,0.2377049180327869
fig3_iv_exp,black_model_or_exp,615,100,1.0151515151515151,0.23606557377049184
fig3_iv_exp,black_model_or_exp,634,100,1.1111111111111112,0.23606557377049184
fig3_iv_exp,black_model_or_exp,614,101,1.01010101010101,0.23442622950819675
fig3_iv_exp,black_model_or_exp,633,101,1.106060606060606,0.23442622950819675
fig3_iv_exp,black_model_or_exp,613,102,1.0050505050505052,0.23278688524590166
fig3_iv_exp,black_model_or_exp,632,102,1.1010101010101012,0.23278688524590166
fig3_iv_exp,black_model_or_exp,612,103,1.0,0.23114754098360657
fig3_iv_exp,black_model_or_exp,631,103,1.095959595959596,0.23114754098360657
fig3_iv_exp,black_model_or_exp,611,104,0.9949494949494948,0.2295081967213115
fig3_iv_exp,black_model_or_exp,630,104,1.0909090909090908,0.2295081967213115
fig3_iv_exp,black_model_or_exp,610,105,0.9898989898989901,0.22786885245901642
fig3_iv_exp,black_model_or_exp,629,105,1.085858585858586,0.22786885245901642
fig3_iv_exp,black_model_or_exp,609,106,0.9848484848484849,0.22622950819672133
fig3_iv_exp,black_model_or_exp,628,106,1.0808080808080809,0.22622950819672133
fig3_iv_exp,black_model_or_exp,608,107,0.9797979797979797,0.22459016393442624
fig3_iv_exp,black_model_or_exp,627,107,1.0757575757575757,0.22459016393442624
fig3_iv_exp,black_model_or_exp,605,108,0.9646464646464645,0.22295081967213118
fig3_iv_exp,black_model_or_exp,606,108,0.9696969696969697,0.22295081967213118
fig3_iv_exp,black_model_or_exp,607,108,0.9747474747474749,0.22295081967213118
fig3_iv_exp,black_model_or_exp,626,108,1.0707070707070705,0.22295081967213118
fig3_iv_exp,black_model_or_exp,603,109,0.9545454545454546,0.2213114754098361
fig3_iv_exp,black_model_or_exp,604,109,0.9595959595959598,0.2213114754098361
fig3_iv_exp,black_model_or_exp,625,109,1.0656565656565657,0.2213114754098361
fig3_iv_exp,black_model_or_exp,602,110,0.9494949494949494,0.219672131147541
fig3_iv_exp,black_model_or_exp,624,110,1.0606060606060606,0.219672131147541
fig3_iv_exp,black_model_or_exp,601,111,0.9444444444444446,0.2180327868852459
fig3_iv_exp,black_model_or_exp,623,111,1.0555555555555554,0.2180327868852459
fig3_iv_exp,black_model_or_exp,600,112,0.9393939393939394,0.21639344262295085
fig3_iv_exp,black_model_or_exp,622,112,1.0505050505050506,0.21639344262295085
fig3_iv_exp,black_model_or_exp,599,113,0.9343434343434343,0.21475409836065576
fig3_iv_exp,black_model_or_exp,621,113,1.0454545454545454,0.21475409836065576
fig3_iv_exp,black_model_or_exp,596,114,0.9191919191919191,0.21311475409836067
fig3_iv_exp,black_model_or_exp,597,114,0.9242424242424243,0.21311475409836067
fig3_iv_exp,black_model_or_exp,598,114,0.9292929292929295,0.21311475409836067
fig3_iv_exp,black_model_or_exp,620,114,1.0404040404040402,0.21311475409836067
fig3_iv_exp,black_model_or_exp,29,115,-1.9444444444444444,0.2114754098360656
fig3_iv_exp,black_model_or_exp,594,115,0.9090909090909092,0.2114754098360656
fig3_iv_exp,black_model_or_exp,595,115,0.9141414141414139,0.2114754098360656
fig3_iv_exp,black_model_or_exp,619,115,1.0353535353535355,0.2114754098360656
fig3_iv_exp,black_model_or_exp,25,116,-1.9646464646464648,0.20983606557377052
fig3_iv_exp,black_model_or_exp,26,116,-1.9595959595959596,0.20983606557377052
fig3_iv_exp,black_model_or_exp,27,116,-1.9545454545454546,0.20983606557377052
fig3_iv_exp,black_model_or_exp,28,116,-1.9494949494949494,0.20983606557377052
fig3_iv_exp,black_model_or_exp,593,116,0.904040404040404,0.20983606557377052
fig3_iv_exp,black_model_or_exp,618,116,1.0303030303030303,0.20983606557377052
fig3_iv_exp,black_model_or_exp,592,117,0.8989898989898988,0.20819672131147543
fig3_iv_exp,black_model_or_exp,616,117,1.0202020202020203,0.20819672131147543
fig3_iv_exp,black_model_or_exp,617,117,1.025252525252525,0.20819672131147543
fig3_iv_exp,black_model_or_exp,591,118,0.893939393939394,0.20655737704918034
fig3_iv_exp,black_model_or_exp,614,118,1.01010101010101,0.20655737704918034
fig3_iv_exp,black_model_or_exp,615,118,1.0151515151515151,0.20655737704918034
fig3_iv_exp,black_model_or_exp,590,119,0.8888888888888888,0.20491803278688528
fig3_iv_exp,black_model_or_exp,613,119,1.0050505050505052,0.20491803278688528
fig3_iv_exp,black_model_or_exp,589,120,0.8838383838383836,0.2032786885245902
fig3_iv_exp,black_model_or_exp,613,120,1.0050505050505052,0.2032786885245902
fig3_iv_exp,black_model_or_exp,588,121,0.8787878787878789,0.2016393442622951
fig3_iv_exp,black_model_or_exp,613,121,1.0050505050505052,0.2016393442622951
fig3_iv_exp,black_model_or_exp,587,122,0.8737373737373737,0.2
fig3_iv_exp,black_model_or_exp,612,122,1.0,0.2
fig3_iv_exp,black_model_or_exp,586,123,0.8686868686868685,0.19836065573770495
fig3_iv_exp,black_model_or_exp,611,123,0.9949494949494948,0.19836065573770495
fig3_iv_exp,black_model_or_exp,582,124,0.8484848484848486,0.19672131147540986
fig3_iv_exp,black_model_or_exp,583,124,0.8535353535353534,0.19672131147540986
fig3_iv_exp,black_model_or_exp,584,124,0.8585858585858586,0.19672131147540986
fig3_iv_exp,black_model_or_exp,585,124,0.8636363636363638,0.19672131147540986
fig3_iv_exp,black_model_or_exp,607,124,0.9747474747474749,0.19672131147540986
fig3_iv_exp,black_model_or_exp,608,124,0.9797979797979797,0.19672131147540986
fig3_iv_exp,black_model_or_exp,609,124,0.9848484848484849,0.19672131147540986
fig3_iv_exp,black_model_or_exp,610,124,0.9898989898989901,0.19672131147540986
fig3_iv_exp,black_model_or_exp,581,125,0.8434343434343434,0.19508196721311477
fig3_iv_exp,black_model_or_exp,606,125,0.9696969696969697,0.19508196721311477
fig3_iv_exp,black_model_or_exp,580,126,0.8383838383838382,0.19344262295081968
fig3_iv_exp,black_model_or_exp,605,126,0.9646464646464645,0.19344262295081968
fig3_iv_exp,black_model_or_exp,579,127,0.8333333333333335,0.19180327868852462
fig3_iv_exp,black_model_or_exp,604,127,0.9595959595959598,0.19180327868852462
fig3_iv_exp,black_model_or_exp,578,128,0.8282828282828283,0.19016393442622953
fig3_iv_exp,black_model_or_exp,603,128,0.9545454545454546,0.19016393442622953
fig3_iv_exp,black_model_or_exp,577,129,0.8232323232323231,0.18852459016393444
fig3_iv_exp,black_model_or_exp,602,129,0.9494949494949494,0.18852459016393444
fig3_iv_exp,black_model_or_exp,574,130,0.808080808080808,0.18688524590163938
fig3_iv_exp,black_model_or_exp,575,130,0.8131313131313131,0.18688524590163938
fig3_iv_exp,black_model_or_exp,576,130,0.8181818181818183,0.18688524590163938
fig3_iv_exp,black_model_or_exp,601,130,0.9444444444444446,0.18688524590163938
fig3_iv_exp,black_model_or_exp,572,131,0.797979797979798,0.1852459016393443
fig3_iv_exp,black_model_or_exp,573,131,0.8030303030303032,0.1852459016393443
fig3_iv_exp,black_model_or_exp,600,131,0.9393939393939394,0.1852459016393443
fig3_iv_exp,black_model_or_exp,571,132,0.7929292929292928,0.1836065573770492
fig3_iv_exp,black_model_or_exp,599,132,0.9343434343434343,0.1836065573770492
fig3_iv_exp,black_model_or_exp,570,133,0.7878787878787881,0.1819672131147541
fig3_iv_exp,black_model_or_exp,598,133,0.9292929292929295,0.1819672131147541
